"Name","Subject","Scheduled Date","Open Rate","Click To Open Ratio","Total Click Through Rate","Total Delivered","Total Opens","Total Clicks","Unique Clicks","Unique Click Through Rate","Unique Opens","Opt Out Rate","Unique Opt Outs","Spam Complaint Rate","Campaign Name"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","61.54","87.50","92.31","13","18","12","7","53.85","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","85.71","41.67","71.43","14","110","10","5","35.71","12","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","66.67","50.00","50.00","6","6","3","2","33.33","4","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","55.56","20.00","66.67","9","28","6","1","11.11","5","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","60.00","66.67","40.00","5","5","2","2","40.00","3","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_R1","Education Summit: ¡Aún puede confirmar su asistencia!","02-16-2024 07:00 AM","80.00","0.00","0.00","5","62","0","0","0.00","4","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A1","Education Summit está aquí.","02-12-2024 10:45 AM","100.00","0.00","0.00","9","32","0","0","0.00","9","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A1","Education Summit está aquí.","02-12-2024 10:45 AM","100.00","20.00","20.00","5","40","1","1","20.00","5","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A1","Education Summit está aquí.","02-12-2024 10:44 AM","71.43","50.00","57.14","14","150","8","5","35.71","10","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A1","Education Summit está aquí.","02-12-2024 10:44 AM","92.86","7.69","7.14","14","100","1","1","7.14","13","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A1","Education Summit está aquí.","02-12-2024 10:44 AM","87.50","14.29","12.50","8","67","1","1","12.50","7","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_GUA_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:36 AM","88.89","0.00","0.00","9","321","0","0","0.00","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_HON_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:36 AM","80.00","25.00","20.00","10","116","2","2","20.00","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_COL_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","72.22","15.38","11.11","18","260","2","2","11.11","13","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_DR_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","80.00","0.00","0.00","10","18","0","0","0.00","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_ES_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","88.89","12.50","22.22","9","30","2","1","11.11","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
