"Name","Subject","Scheduled Date","Open Rate","Click To Open Ratio","Total Click Through Rate","Total Delivered","Total Opens","Total Clicks","Unique Clicks","Unique Click Through Rate","Unique Opens","Opt Out Rate","Unique Opt Outs","Spam Complaint Rate","Campaign Name"
"Send Email (3)","Una invitación para acelerar el crecimiento de su negocio.","07-05-2024 10:01 AM","26.30","13.92","7.23","1038","372","75","38","3.66","273","0.19","2","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (2)","Desafíos de visibilidad en su negocio","07-05-2024 07:01 AM","10.53","50.00","5.26","19","3","1","1","5.26","2","0.00","0","0.00","LATAM_Col_Prod_Xsell_Ent_Jun2024"
"Send Email (11)","Evite problemas en el desempeño de su empresa","07-05-2024 07:01 AM","20.67","16.13","3.33","150","63","5","5","3.33","31","0.00","0","0.00","LATAM_Col_Prod_Xsell_Ent_Jun2024"
"Send Email (8)","¿Por qué gestionar las vulnerabilidades?","07-05-2024 07:01 AM","25.64","0.00","0.00","39","19","0","0","0.00","10","0.00","0","0.00","LATAM_Col_Prod_Xsell_Ent_Jun2024"
"NETWORKS_Prod_ISPS_Ent_Jun2024_A1","Razones para adoptar IPv6 hoy","07-02-2024 08:00 AM","27.10","48.34","19.01","1336","522","254","175","13.10","362","0.00","0","0.00","NETWORKS_Reg_Prod_ISPS_Whs_Jun2024"
"Send Email (10)","Desafíos en la gestión de redes empresariales","07-01-2024 07:01 AM","32.69","20.59","9.62","208","109","20","14","6.73","68","0.46","1","0.00","LATAM_Col_Prod_Xsell_Ent_Jun2024"
"Send Email (7)","¿Cómo enfrentar los retos de ciberseguridad en su empresa?","07-01-2024 07:01 AM","38.60","22.73","15.79","57","49","9","5","8.77","22","0.00","0","0.00","LATAM_Col_Prod_Xsell_Ent_Jun2024"
"Send Email","¿Su negocio está listo para multicloud?","07-01-2024 07:01 AM","28.00","0.00","0.00","25","10","0","0","0.00","7","0.00","0","0.00","LATAM_Col_Prod_Xsell_Ent_Jun2024"
"Send Email (2)","La base de la transformación digital en las finanzas.","06-28-2024 10:01 AM","22.06","6.67","1.47","136","32","2","2","1.47","30","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (11)","La infraestructura que impulsa a su negocio hacia el futuro.","06-28-2024 10:01 AM","24.80","8.74","6.23","738","437","46","16","2.17","183","0.54","4","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (7)","La base de la transformación digital en la educación.","06-28-2024 10:01 AM","19.35","25.00","4.84","62","16","3","3","4.84","12","3.17","2","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (9)","La base de la transformación digital en la salud.","06-28-2024 10:01 AM","21.88","38.10","20.83","96","25","20","8","8.33","21","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (5)","La base de la transformación digital en el sector gobierno.","06-28-2024 10:01 AM","33.33","0.00","0.00","12","5","0","0","0.00","4","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"NETWORKS_Prod_ISPS_Ent_Jun2024_R1","¿Retos de la disponibilidad? ¡Le dejamos algunas alternativas!","06-25-2024 08:00 AM","9.02","38.64","4.41","976","108","43","34","3.48","88","0.10","1","0.00","NETWORKS_Reg_Prod_ISPS_Whs_Jun2024"
"Send Email (10)","Descubra cómo Liberty Networks puede impulsar su negocio al siguiente nivel.","06-24-2024 10:01 AM","23.78","10.80","6.62","740","237","49","19","2.57","176","0.13","1","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (1)","El secreto para acelerar sus operaciones financieras.","06-24-2024 10:01 AM","24.82","11.76","5.84","137","45","8","4","2.92","34","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (4)","Llegue a más ciudadanos con nuestras soluciones de TI.","06-24-2024 10:01 AM","25.00","33.33","8.33","12","4","1","1","8.33","3","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (8)","Modernice sus operaciones y mejore la experiencia de los pacientes.","06-24-2024 10:01 AM","19.79","21.05","9.38","96","22","9","4","4.17","19","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (6)","Supere el desafío de la hiperconectividad en el aula.","06-24-2024 10:01 AM","25.81","18.75","4.84","62","23","3","3","4.84","16","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"NETWORKS_Prod_ISPS_Ent_Jun2024","Desafíos de los proveedores de internet","06-20-2024 08:30 AM","28.30","50.52","25.26","1350","509","341","193","14.30","382","0.07","1","0.00","NETWORKS_Reg_Prod_ISPS_Whs_Jun2024"
"LATAM_Web_ContactCenter_Ent_May2024_thankyou","Gracias por asistir a nuestro webinar","06-20-2024 08:29 AM","51.72","30.00","17.24","58","92","10","9","15.52","30","0.00","0","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"LATAM_Event_DataCenter-Security Summit_Jun2024_thankyou2","iReviva lo mejor del DCC Summit 2024!","06-20-2024 08:00 AM","55.56","84.00","64.44","45","42","29","21","46.67","25","0.00","0","0.00","LATAM_Reg_Event_DataCenterSecurity Summit_Ent_Jun2024"
"LATAM_Web_ContactCenter_Ent_May2024_diaprevio","¡Nos vemos mañana en nuestro webinar!","06-18-2024 08:00 AM","57.86","30.43","21.38","159","174","34","28","17.61","92","0.00","0","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"Send Email (4)","Una invitación para acelerar el crecimiento de su negocio.","06-14-2024 12:46 PM","60.00","0.00","0.00","5","4","0","0","0.00","3","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (6)","La base de la transformación digital en el sector gobierno.","06-14-2024 12:44 PM","25.00","0.00","0.00","4","1","0","0","0.00","1","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email (5)","Llegue a más ciudadanos con nuestras soluciones de TI.","06-14-2024 12:42 PM","50.00","0.00","0.00","4","2","0","0","0.00","2","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"Send Email","Soluciones tecnológicas, con el soporte que necesita.","06-14-2024 12:40 PM","60.00","0.00","0.00","5","3","0","0","0.00","3","0.00","0","0.00","LATAM_Col_Prod_Acquisition_Ent_Jun2024"
"LATAM_Event_DataCenter-Security Summit_Jun2024_thankyou","Datacenter and Cybersecurity Summit 2024: Gracias por asistir a nuestro evento","06-13-2024 10:27 AM","54.55","66.67","45.45","44","53","20","16","36.36","24","0.00","0","0.00","LATAM_Reg_Event_DataCenterSecurity Summit_Ent_Jun2024"
"LATAM_Web_ContactCenter_Ent_May2024_R4","Aprenda sobre el ROI en Contact Centers","06-12-2024 08:00 AM","31.39","38.65","16.69","4896","2172","817","594","12.13","1537","0.08","4","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"LATAM_Web_ContactCenter_Ent_May2024_R3","Webinar: Mejore la eficiencia de su contact center","06-06-2024 08:00 AM","6.03","33.93","2.40","2788","208","67","57","2.04","168","0.07","2","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"LATAM_DR_Prod_Seguridad_Mid_May2024_Jennifer","Proteja a su compañía de un ciberataque este 2024","06-04-2024 12:07 PM","47.37","0.00","0.00","19","11","0","0","0.00","9","0.00","0","0.00","LATAM_DR_Prod_Seguridad_Mid_May2024"
"LATAM_DR_Prod_Seguridad_Mid_May2024_EvelynM","Proteja a su compañía de un ciberataque este 2024","06-04-2024 12:06 PM","63.64","0.00","0.00","11","7","0","0","0.00","7","0.00","0","0.00","LATAM_DR_Prod_Conectividad_Mid_May2024"
"LATAM_DR_Prod_Seguridad_Mid_May2024_ManuelM","Proteja a su compañía de un ciberataque este 2024","06-04-2024 12:06 PM","36.36","0.00","0.00","11","4","0","0","0.00","4","0.00","0","0.00","LATAM_DR_Prod_Seguridad_Mid_May2024"
"LATAM_DR_Prod_Seguridad_Mid_May2024_Orban","Proteja a su compañía de un ciberataque este 2024","06-04-2024 12:06 PM","53.33","4.17","2.22","45","48","1","1","2.22","24","0.00","0","0.00","LATAM_DR_Prod_Seguridad_Mid_May2024"
"LATAM_DR_Prod_Seguridad_Mid_May2024_Yissel","Proteja a su compañía de un ciberataque este 2024","06-04-2024 12:05 PM","69.23","0.00","0.00","13","20","0","0","0.00","9","0.00","0","0.00","LATAM_DR_Prod_Seguridad_Mid_May2024"
"LATAM_DR_Prod_Seguridad_Mid_May2024_Joel","Proteja a su compañía de un ciberataque este 2024","06-04-2024 12:05 PM","60.71","0.00","0.00","28","25","0","0","0.00","17","0.00","0","0.00","LATAM_DR_Prod_Seguridad_Mid_May2024"
"LATAM_DR_Prod_Conectividad_Mid_May2024_JoelC","Redes Confiables: El motor de la productividad en la era digital","06-04-2024 12:04 PM","47.06","18.75","11.76","34","35","4","3","8.82","16","0.00","0","0.00","LATAM_DR_Prod_Conectividad_Mid_May2024"
"LATAM_DR_Prod_Conectividad_Mid_May2024_JenniferG","Redes Confiables: El motor de la productividad en la era digital","06-04-2024 12:04 PM","53.85","7.14","3.85","26","19","1","1","3.85","14","0.00","0","0.00","LATAM_DR_Prod_Conectividad_Mid_May2024"
"LATAM_DR_Prod_Conectividad_Mid_May2024_EvelynM","Redes Confiables: El motor de la productividad en la era digital","06-04-2024 12:04 PM","43.90","27.78","14.63","41","24","6","5","12.20","18","0.00","0","0.00","LATAM_DR_Prod_Conectividad_Mid_May2024"
"LATAM_DR_Prod_Conectividad_Mid_May2024_OrbanM","Redes Confiables: El motor de la productividad en la era digital","06-04-2024 12:04 PM","46.67","28.57","20.00","45","36","9","6","13.33","21","0.00","0","0.00","LATAM_DR_Prod_Conectividad_Mid_May2024"
"LATAM_DR_Prod_Conectividad_Mid_May2024_ManuelM","Redes Confiables: El motor de la productividad en la era digital","06-04-2024 12:03 PM","80.00","12.50","10.00","10","12","1","1","10.00","8","0.00","0","0.00","LATAM_DR_Prod_Conectividad_Mid_May2024"
"LATAM_DR_Prod_Conectividad_Mid_May2024_YisselJ","Redes Confiables: El motor de la productividad en la era digital","06-04-2024 12:03 PM","51.85","21.43","14.81","27","35","4","3","11.11","14","0.00","0","0.00","LATAM_DR_Prod_Conectividad_Mid_May2024"
"NETWORKS_Info_ValueCampaign_Ent_May2024","Los proyectos con mayor impacto: Lo que debes saber","05-31-2024 01:11 PM","34.20","41.18","25.00","696","354","174","98","14.08","238","0.14","1","0.00","NETWORKS_Info_Value Campaign_Whs_May2024"
"LATAM_Web_ContactCenter_Ent_May2024_R2","Webinar: Aprenda a calcular el ROI en su contact center: Webinar gratuito","05-31-2024 08:00 AM","31.84","36.81","16.42","4975","2225","817","583","11.72","1584","0.00","0","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"LATAM_Event_DataCenter-Security Summit_Jun2024","DATACENTER AND CYBERSECURITY SUMMIT 2024","05-30-2024 10:38 AM","72.73","71.88","93.18","44","100","41","23","52.27","32","0.00","0","0.00","LATAM_Reg_Event_DataCenterSecurity Summit_Ent_Jun2024"
"LATAM_Web_ContactCenter_Ent_May2024_R1","Optimice el ROI de su Contact Center","05-27-2024 08:00 AM","14.09","29.29","4.73","3513","672","166","145","4.13","495","0.03","1","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"NETWORKS_Event_ITW_Ent_May2024_thankyou","Reflecting on ITW 2024","05-22-2024 01:45 PM","24.16","25.00","10.07","298","93","30","18","6.04","72","0.33","1","0.00","NETWORKS_Reg_Event_ITWEmail_Whs_May2024"
"LATAM_Web_ContactCenter_Ent_May2024","{{Recipient.FirstName}} ,  Gracias por Registrarse a nuestro evento","05-21-2024 08:12 AM","67.86","23.68","18.45","168","177","31","27","16.07","114","0.00","0","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"LATAM_Web_ContactCenter_Ent_May2024","Le invitamos al webinar ""Cómo calcular el ROI en una plataforma de contact center""","05-21-2024 08:00 AM","31.61","37.01","16.64","5078","2495","845","594","11.70","1605","0.12","6","0.00","LATAM_Reg_Web_ContactCenter_Ent_Jun2024"
"LATAM_Event_VIPLinks_apr2024_SPA_hub","LINKS: ¡Acceda al contenido adicional!","05-17-2024 08:00 AM","66.67","70.83","63.89","36","38","23","17","47.22","24","0.00","0","0.00","LATAM_Reg_Event_VIP Links_Ent_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_WS_hub","LINKS: Access to extra content!","05-17-2024 08:00 AM","47.06","62.50","52.94","34","37","18","10","29.41","16","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_ITW_Ent_May2024_DayBefore","We'll see you tomorrow at ITW!","05-14-2024 08:00 AM","21.52","33.85","14.90","302","88","45","22","7.28","65","0.00","0","0.00","NETWORKS_Reg_Event_ITWEmail_Whs_May2024"
"NETWORKS_Event_VIPLinks_apr2024_WS_thankyou","LINKS: Thank you for attending!","05-08-2024 08:57 AM","65.63","71.43","84.38","32","34","27","15","46.88","21","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_SPA_thankyou","LINKS: ¡Gracias por asistir!","05-08-2024 08:56 AM","71.11","68.75","68.89","45","85","31","22","48.89","32","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_ITW_Ent_May2024_Ray","Connect with Liberty Networks at ITW 2024 ? Panel: M&A activity and future dealmaking","05-07-2024 08:00 AM","18.81","38.60","12.21","303","73","37","22","7.26","57","0.00","0","0.00","NETWORKS_Reg_Event_ITWEmail_Whs_May2024"
"NETWORKS_Event_ITW_Ent_May2024_Carmine","Connect with Liberty Networks at ITW 2024 ? Panel: Subsea Project Updates","05-03-2024 11:19 AM","24.09","36.99","14.19","303","100","43","27","8.91","73","0.00","0","0.00","NETWORKS_Reg_Event_ITWEmail_Whs_May2024"
"NETWORKS_Event_VIPLinks_apr2024_DR_A2","LINKS: Descargue la agenda de nuestro evento","04-19-2024 10:32 AM","66.67","83.33","55.56","9","6","5","5","55.56","6","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_GUA_A2","LINKS: Descargue la agenda de nuestro evento","04-19-2024 10:32 AM","46.15","16.67","30.77","13","8","4","1","7.69","6","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_HON_A2","LINKS: Descargue la agenda de nuestro evento","04-19-2024 10:31 AM","50.00","33.33","33.33","12","7","4","2","16.67","6","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_WS_A2","LINKS: Download the event agenda","04-19-2024 10:31 AM","47.06","81.25","57.35","68","53","39","26","38.24","32","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_COL_A2","LINKS: Descargue la agenda de nuestro evento","04-19-2024 10:31 AM","58.33","78.57","83.33","24","19","20","11","45.83","14","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_ES_A2","LINKS: Descargue la agenda de nuestro evento","04-19-2024 10:31 AM","77.78","57.14","100.00","18","40","18","8","44.44","14","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_ITW_Ent_Apr2024","Join Us at ITW 2024","04-15-2024 09:34 AM","21.78","40.91","11.55","303","104","35","27","8.91","66","0.00","0","0.00","NETWORKS_Reg_Event_ITW_Whs_May2024"
"LATAM_Info_Newsletter_Ent_Apr2024_EN","April 2024: Liberty Networks Newsletter","04-10-2024 08:06 AM","21.04","36.92","15.86","309","103","49","24","7.77","65","0.00","0","0.00","LATAM_Reg_Info_Newsletter_Ent_Apr2024"
"LATAM_Info_Newsletter_Ent_Apr2024_SPA","Abril 2024: Boletín Liberty Networks","04-10-2024 08:06 AM","33.78","34.83","17.95","5856","3042","1051","689","11.77","1978","0.10","6","0.00","LATAM_Reg_Info_Newsletter_Ent_Apr2024"
"NETWORKS_Event_IXSY_Ent_Mar2024_R1","¡Únete a Nosotros en la Reunión IXSY 2024!","04-08-2024 08:00 AM","29.17","57.14","33.33","24","10","8","4","16.67","7","0.00","0","0.00","NETWORKS_Reg_Event_IXSY_Whs_Mar2024"
"NETWORKS_Event_IXSY_Ent_Mar2024","Estaremos presentes en IXSY Meeting 2024","04-02-2024 08:00 AM","56.60","53.33","84.91","53","84","45","16","30.19","30","0.00","0","0.00","NETWORKS_Reg_Event_IXSY_Whs_Mar2024"
"LATAM_Col_Info_PasarelaPagos_Ent_Mar2024_A1","¡Ya puede visitar nuestra nueva pasarela de pagos!","04-01-2024 12:01 PM","36.30","14.02","6.77","2967","2044","201","151","5.09","1077","0.27","8","0.00","LATAM_Col_Info_PasarelaPagos_Ent_Mar2024"
"NETWORKS_Event_AndinaLink_Mar2024_thankyou","AndinaLink: ¡Gracias por acompañarnos!","04-01-2024 08:00 AM","44.76","42.19","23.78","286","176","68","54","18.88","128","0.00","0","0.00","NETWORKS_Col_Event_AndinaLink_Whs_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_thankyou","Education Summit: ¡Gracias por participar!","03-28-2024 08:00 AM","68.18","46.67","54.55","22","21","12","7","31.82","15","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LATAM_Event_VIPLinks_apr2024_ES_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:52 AM","75.00","8.33","6.25","16","21","1","1","6.25","12","0.00","0","0.00","LATAM_Reg_Event_VIP Links_Ent_Apr2024"
"LATAM_Event_VIPLinks_apr2024_GUA_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:52 AM","100.00","16.67","16.67","6","17","1","1","16.67","6","0.00","0","0.00","LATAM_Reg_Event_VIP Links_Ent_Apr2024"
"LATAM_Event_VIPLinks_apr2024_HON_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:52 AM","37.50","0.00","0.00","8","6","0","0","0.00","3","0.00","0","0.00","LATAM_Reg_Event_VIP Links_Ent_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_WS_R3","Get Ready for an Inspiring Lineup of Speakers 2024!","03-22-2024 11:52 AM","50.79","37.50","33.33","63","72","21","12","19.05","32","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"LATAM_Event_VIPLinks_apr2024_COL_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:51 AM","83.33","40.00","66.67","6","14","4","2","33.33","5","0.00","0","0.00","LATAM_Reg_Event_VIP Links_Ent_Apr2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024_thankyou","Gracias por asistir a nuestro evento","03-21-2024 08:00 AM","69.23","0.00","0.00","13","23","0","0","0.00","9","0.00","0","0.00","LATAM_ES_Event_Power as a Service_Ent_Mar2024"
"NETWORKS_Event_AndinaLink_Mar2024_R3","AndinaLink: ¡Nuevo Horario!","03-20-2024 07:00 AM","53.70","34.48","25.93","54","45","14","10","18.52","29","0.00","0","0.00","NETWORKS_Col_Event_AndinaLink_Whs_Mar2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024_diaprevio","Mañana es nuestro evento, ¡acompáñenos!","03-19-2024 08:00 AM","69.57","18.75","17.39","23","28","4","3","13.04","16","0.00","0","0.00","LATAM_ES_Event_Power as a Service_Ent_Mar2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024","{{Recipient.FirstName}} te invitamos a una experiencia única de ciberseguridad","03-15-2024 10:18 AM","39.68","64.00","36.51","63","162","23","16","25.40","25","0.00","0","0.00","LATAM_ES_Event_Power as a Service_Ent_Mar2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024","{{Recipient.FirstName}},  Gracias por Registrarse a nuestro evento","03-14-2024 11:55 AM","47.06","25.00","11.76","17","10","2","2","11.76","8","0.00","0","0.00","LATAM_ES_Event_Power as a Service_Ent_Mar2024"
"NETWORKS_Event_AndinaLink_Mar2024_R2","Nos Vemos Pronto en Andina Link 2024","03-11-2024 08:00 AM","33.33","80.00","26.67","15","5","4","4","26.67","5","0.00","0","0.00","NETWORKS_Col_Event_AndinaLink_Whs_Mar2024"
"NETWORKS_Event_Capacity_Ent_Mar2024_SPA","iNos vemos pronto en Capacity Latam 2024!","03-06-2024 10:22 AM","31.77","44.90","24.47","617","321","151","88","14.26","196","0.00","0","0.00","NETWORKS_Reg_Event_Capacity LATAM_Whs_Mar2024"
"NETWORKS_Event_Capacity_Ent_Mar2024_ENG","See you soon at Capacity Latam 2024!","03-06-2024 10:22 AM","25.16","24.68","8.50","306","108","26","19","6.21","77","0.00","0","0.00","NETWORKS_Reg_Event_Capacity LATAM_Whs_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","66.67","62.50","133.33","12","17","16","5","41.67","8","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","50.00","50.00","25.00","4","7","1","1","25.00","2","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","100.00","40.00","60.00","5","7","3","2","40.00","5","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","84.62","9.09","30.77","13","26","4","1","7.69","11","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","87.50","14.29","37.50","8","33","3","1","12.50","7","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"NETWORKS_Event_AndinaLink_Mar2024_R1","Ya puede registrarse en Andina Link 2024","03-04-2024 08:00 AM","62.96","35.29","33.33","54","59","18","12","22.22","34","0.00","0","0.00","NETWORKS_Col_Event_AndinaLink_Whs_Mar2024"
"NETWORKS_Event_VIPLinks_apr2024_DR_R2","LINKS: ¡Este es el evento del año!","02-26-2024 09:58 AM","40.00","50.00","50.00","10","10","5","2","20.00","4","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_GUA_R2","LINKS: ¡Este es el evento del año!","02-26-2024 09:57 AM","46.15","16.67","23.08","13","20","3","1","7.69","6","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_COL_R2","LINKS: ¡Este es el evento del año!","02-26-2024 09:57 AM","48.00","50.00","72.00","25","216","18","6","24.00","12","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_ES_R2","LINKS: ¡Este es el evento del año!","02-26-2024 09:56 AM","94.44","41.18","55.56","18","148","10","7","38.89","17","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
