"Name","Subject","Scheduled Date","Open Rate","Click To Open Ratio","Total Click Through Rate","Total Delivered","Total Opens","Total Clicks","Unique Clicks","Unique Click Through Rate","Unique Opens","Opt Out Rate","Unique Opt Outs","Spam Complaint Rate","Campaign Name"
"LATAM_Col_Info_PasarelaPagos_Ent_Mar2024_A1","¡Ya puede visitar nuestra nueva pasarela de pagos!","04-01-2024 12:01 PM","36.27","13.94","6.64","2967","2025","197","150","5.06","1076","0.27","8","0.00","LATAM_Col_Info_PasarelaPagos_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_thankyou","Education Summit: ¡Gracias por participar!","03-28-2024 08:00 AM","68.18","46.67","54.55","22","21","12","7","31.82","15","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_VIPLinks_apr2024_GUA_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:52 AM","100.00","16.67","16.67","6","17","1","1","16.67","6","0.00","0","0.00","LATAM_Event_VIPLinks_apr2024"
"LATAM_Event_VIPLinks_apr2024_ES_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:52 AM","75.00","8.33","6.25","16","21","1","1","6.25","12","0.00","0","0.00","LATAM_Event_VIPLinks_apr2024"
"LATAM_Event_VIPLinks_apr2024_HON_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:52 AM","37.50","0.00","0.00","8","6","0","0","0.00","3","0.00","0","0.00","LATAM_Event_VIPLinks_apr2024"
"LATAM_Event_VIPLinks_apr2024_COL_R3","¡Descubre a nuestros increíbles ponentes para nuestro evento!","03-22-2024 11:51 AM","83.33","40.00","66.67","6","14","4","2","33.33","5","0.00","0","0.00","LATAM_Event_VIPLinks_apr2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024_thankyou","Gracias por asistir a nuestro evento","03-21-2024 08:00 AM","69.23","0.00","0.00","13","23","0","0","0.00","9","0.00","0","0.00","LATAM_ES_Event_PowerAsAService_Ent_Mar2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024_diaprevio","Mañana es nuestro evento, ¡acompáñenos!","03-19-2024 08:00 AM","69.57","18.75","17.39","23","28","4","3","13.04","16","0.00","0","0.00","LATAM_ES_Event_PowerAsAService_Ent_Mar2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024","{{Recipient.FirstName}} te invitamos a una experiencia única de ciberseguridad","03-15-2024 10:18 AM","39.68","64.00","36.51","63","160","23","16","25.40","25","0.00","0","0.00","LATAM_ES_Event_PowerAsAService_Ent_Mar2024"
"LATAM_ES_Event_PowerAsAService_Ent_Mar2024","{{Recipient.FirstName}},  Gracias por Registrarse a nuestro evento","03-14-2024 11:55 AM","47.06","25.00","11.76","17","10","2","2","11.76","8","0.00","0","0.00","LATAM_ES_Event_PowerAsAService_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","50.00","50.00","25.00","4","7","1","1","25.00","2","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","100.00","40.00","60.00","5","7","3","2","40.00","5","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","84.62","9.09","30.77","13","26","4","1","7.69","11","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","66.67","62.50","133.33","12","17","16","5","41.67","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A3","Education Summit: ¡Nos vemos la próxima semana!","03-06-2024 08:00 AM","87.50","14.29","37.50","8","33","3","1","12.50","7","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","69.23","77.78","92.31","13","19","12","7","53.85","9","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","85.71","41.67","71.43","14","110","10","5","35.71","12","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","100.00","50.00","66.67","6","10","4","3","50.00","6","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","55.56","20.00","66.67","9","29","6","1","11.11","5","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","80.00","50.00","40.00","5","6","2","2","40.00","4","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_R1","Education Summit: ¡Aún puede confirmar su asistencia!","02-16-2024 07:00 AM","80.00","0.00","0.00","5","62","0","0","0.00","4","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A1","Education Summit está aquí.","02-12-2024 10:45 AM","100.00","20.00","20.00","5","40","1","1","20.00","5","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A1","Education Summit está aquí.","02-12-2024 10:45 AM","100.00","0.00","0.00","9","32","0","0","0.00","9","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A1","Education Summit está aquí.","02-12-2024 10:44 AM","71.43","50.00","57.14","14","154","8","5","35.71","10","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A1","Education Summit está aquí.","02-12-2024 10:44 AM","92.86","7.69","7.14","14","100","1","1","7.14","13","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A1","Education Summit está aquí.","02-12-2024 10:44 AM","87.50","14.29","12.50","8","69","1","1","12.50","7","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_GUA_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:36 AM","88.89","0.00","0.00","9","321","0","0","0.00","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_HON_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:36 AM","80.00","25.00","20.00","10","119","2","2","20.00","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_COL_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","72.22","15.38","11.11","18","276","2","2","11.11","13","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_DR_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","80.00","0.00","0.00","10","19","0","0","0.00","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_ES_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","88.89","12.50","22.22","9","31","2","1","11.11","8","0.00","0","0.00","LATAM_Event_Educationsummit_ent_Mar2024"
